trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
216,FALSE,"{'a': 0.1, 'e': 0.14112734531786328}",25,10,-21.71495326,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,FALSE,"{'a': 0.1, 'e': 0.13999832655532038}",25,0,-74.58177879,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
218,FALSE,"{'a': 0.1, 'e': 0.13887833994287782}",25,0,-101.9797671,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
219,FALSE,"{'a': 0.1, 'e': 0.1377673132233348}",25,8,13.6220622,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,FALSE,"{'a': 0.1, 'e': 0.1366651747175481}",20,14,12.85066085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,FALSE,"{'a': 0.1, 'e': 0.13557185331980773}",25,2,23.62900025,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,FALSE,"{'a': 0.1, 'e': 0.13448727849324926}",25,12,24.32395898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,FALSE,"{'a': 0.1, 'e': 0.13341138026530328}",20,10,18.37599781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,FALSE,"{'a': 0.1, 'e': 0.13234408922318083}",25,16,6.49247228,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,FALSE,"{'a': 0.1, 'e': 0.13128533650939542}",20,0,-39.18811056,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
226,FALSE,"{'a': 0.1, 'e': 0.13023505381732023}",20,0,-16.76217275,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
227,FALSE,"{'a': 0.1, 'e': 0.12919317338678168}",25,0,-58.32906044,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
228,FALSE,"{'a': 0.1, 'e': 0.12815962799968741}",25,0,37.73875264,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
229,FALSE,"{'a': 0.1, 'e': 0.1271343509756899}",25,0,8.667529076,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
230,FALSE,"{'a': 0.1, 'e': 0.1261172761678844}",20,13,9.987003656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,FALSE,"{'a': 0.1, 'e': 0.12510833795854134}",30,11,-15.71620992,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
232,FALSE,"{'a': 0.1, 'e': 0.12410747125487298}",20,0,19.29975232,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,FALSE,"{'a': 0.1, 'e': 0.123114611484834}",30,0,-9.780293733,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
234,FALSE,"{'a': 0.1, 'e': 0.12212969459295533}",25,0,-3.061042833,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
235,FALSE,"{'a': 0.1, 'e': 0.12115265703621168}",25,10,15.45366386,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,FALSE,"{'a': 0.1, 'e': 0.120183435779922}",20,0,29.44848259,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,FALSE,"{'a': 0.1, 'e': 0.11922196829368262}",20,14,10.20202167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,FALSE,"{'a': 0.1, 'e': 0.11826819254733317}",20,0,-13.04176023,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
239,FALSE,"{'a': 0.1, 'e': 0.11732204700695448}",20,0,10.98677194,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
240,FALSE,"{'a': 0.1, 'e': 0.11638347063089885}",25,0,37.00093476,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,FALSE,"{'a': 0.1, 'e': 0.11545240286585166}",30,0,11.58017338,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
242,FALSE,"{'a': 0.1, 'e': 0.11452878364292485}",20,7,-42.68987663,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
243,FALSE,"{'a': 0.1, 'e': 0.11361255337378146}",25,13,12.20215917,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,FALSE,"{'a': 0.1, 'e': 0.11270365294679119}",25,11,-48.1422051,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
245,FALSE,"{'a': 0.1, 'e': 0.11180202372321686}",20,0,11.24496588,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,FALSE,"{'a': 0.1, 'e': 0.11090760753343112}",25,18,0.531153868,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,FALSE,"{'a': 0.1, 'e': 0.11002034667316368}",25,3,34.78864513,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,FALSE,"{'a': 0.1, 'e': 0.10914018389977838}",30,14,-15.03196841,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,FALSE,"{'a': 0.1, 'e': 0.10826706242858014}",20,12,15.33035898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,FALSE,"{'a': 0.1, 'e': 0.1074009259291515}",35,0,30.31954308,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
251,FALSE,"{'a': 0.1, 'e': 0.10654171852171829}",25,14,14.84078668,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,FALSE,"{'a': 0.1, 'e': 0.10568938477354456}",25,11,21.91998549,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,FALSE,"{'a': 0.1, 'e': 0.10484386969535618}",25,14,18.69553206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,FALSE,"{'a': 0.1, 'e': 0.10400511873779333}",25,5,29.84991875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,FALSE,"{'a': 0.1, 'e': 0.10317307778789098}",25,10,26.49876096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,FALSE,"{'a': 0.1, 'e': 0.10234769316558785}",25,2,34.27041333,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,FALSE,"{'a': 0.1, 'e': 0.10152891162026315}",35,13,29.7311984,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,FALSE,"{'a': 0.1, 'e': 0.10071668032730104}",20,0,16.35755714,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,FALSE,"{'a': 0.1, 'e': 0.09991094688468265}",25,0,5.202732453,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
260,FALSE,"{'a': 0.1, 'e': 0.09911165930960518}",20,8,20.13381741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,FALSE,"{'a': 0.1, 'e': 0.09831876603512835}",20,2,-13.20052911,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,FALSE,"{'a': 0.1, 'e': 0.09753221590684731}",20,0,27.34329695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,FALSE,"{'a': 0.1, 'e': 0.09675195817959253}",20,7,23.34720613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,FALSE,"{'a': 0.1, 'e': 0.0959779425141558}",25,13,-21.32731094,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
265,FALSE,"{'a': 0.1, 'e': 0.09521011897404254}",25,6,22.81168201,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,FALSE,"{'a': 0.1, 'e': 0.0944484380222502}",20,14,10.12300735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,FALSE,"{'a': 0.1, 'e': 0.09369285051807219}",20,6,20.721577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,FALSE,"{'a': 0.1, 'e': 0.09294330771392761}",20,3,-14.78074758,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,FALSE,"{'a': 0.1, 'e': 0.0921997612522162}",20,10,20.09770746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,FALSE,"{'a': 0.1, 'e': 0.09146216316219846}",30,4,15.57557708,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,FALSE,"{'a': 0.1, 'e': 0.09073046585690088}",25,3,18.86621543,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,FALSE,"{'a': 0.1, 'e': 0.09000462213004568}",20,14,11.47535043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,FALSE,"{'a': 0.1, 'e': 0.0892845851530053}",20,16,9.025523037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,FALSE,"{'a': 0.1, 'e': 0.08857030847178127}",20,7,16.58312315,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,FALSE,"{'a': 0.1, 'e': 0.08786174600400702}",25,18,10.05819513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,FALSE,"{'a': 0.1, 'e': 0.08715885203597495}",20,10,15.55172338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,FALSE,"{'a': 0.1, 'e': 0.08646158121968717}",25,8,-32.87481367,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
278,FALSE,"{'a': 0.1, 'e': 0.08576988856992966}",20,0,20.08527407,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
279,FALSE,"{'a': 0.1, 'e': 0.08508372946137022}",20,0,-14.61194336,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
280,FALSE,"{'a': 0.1, 'e': 0.08440305962567926}",25,3,25.80221726,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,FALSE,"{'a': 0.1, 'e': 0.08372783514867382}",25,9,30.75158762,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
